,stud_sentence,stud_field,AVG-W2V_all_scores,AVG-W2V_similarity,AVG-W2V_aimed_sentence,AVG-W2V_aimed_field,AVG-W2V-STOP_all_scores,AVG-W2V-STOP_similarity,AVG-W2V-STOP_aimed_sentence,AVG-W2V-STOP_aimed_field,AVG-W2V-TFIDF_all_scores,AVG-W2V-TFIDF_similarity,AVG-W2V-TFIDF_aimed_sentence,AVG-W2V-TFIDF_aimed_field,AVG-W2V-TFIDF-STOP_all_scores,AVG-W2V-TFIDF-STOP_similarity,AVG-W2V-TFIDF-STOP_aimed_sentence,AVG-W2V-TFIDF-STOP_aimed_field,WMD-W2V_all_scores,WMD-W2V_similarity,WMD-W2V_aimed_sentence,WMD-W2V_aimed_field,SIF-W2V_all_scores,SIF-W2V_similarity,SIF-W2V_aimed_sentence,SIF-W2V_aimed_field,IDStud,IDClass,Category,Accuracy_score,Code,Fieldname
1721,more songs even know if you have Alzheimer's,4,"[0.56062126, 0.17731175, 0.50392145, 0.30497193]",0.5606212615966797,learn to read and play music,Field1_en,"[0.5952134, 0.16176862, 0.3475297, 0.21403302]",0.5952134132385254,learn to read and play music,Field1_en,"[0.5864181641587559, 0.17031728222889217, 0.40435097905897366, 0.23100264344969682]",0.5864181641587559,learn to read and play music,Field1_en,"[0.5542419443579135, 0.1501437841541699, 0.32558479121536044, 0.17574657827058057]",0.5542419443579135,learn to read and play music,Field1_en,"[-2.647860284210742, -3.3674760226127076, -2.6617355445448934, -3.0498318942816365]",-2.647860284210742,learn to read and play music,Field1_en,"[-0.33672342495673796, -0.7552136997477259, -0.20962787689958243, -0.4451837916744366]",-0.20962787689958243,Can help bring back old memories,Field3_en,8I3F2VB,2VB,Muziek,0,c,4
1722,score higher on IQ tests,4,"[0.2698463, 0.38205695, 0.17023118, 0.9535205]",0.9535204768180847,Higher scores on IQ tests,Field4_en,"[0.24639615, 0.3837529, 0.09289667, 0.94717383]",0.9471738338470459,Higher scores on IQ tests,Field4_en,"[0.22761801435928763, 0.33635774722560297, 0.047572152289257215, 0.9591471497512154]",0.9591471497512154,Higher scores on IQ tests,Field4_en,"[0.22347734327594398, 0.334763285235884, 0.02477586241554818, 0.9587482094675998]",0.9587482094675998,Higher scores on IQ tests,Field4_en,"[-3.3061875641602994, -3.4438106399439334, -3.3039746683810973, -0.4431973441977501]",-0.4431973441977501,Higher scores on IQ tests,Field4_en,"[-0.3812764738486939, -0.8892572083375136, -0.33010402309922304, 0.2813919488889598]",0.2813919488889598,Higher scores on IQ tests,Field4_en,8I5F3TT1,3TT1,Muziek,3c,g,4
1723,More connections between brains,4,"[0.2687498, 0.20310616, 0.3475955, 0.2903358]",0.3475955128669739,Can help bring back old memories,Field3_en,"[0.25051647, 0.17887138, 0.23599905, 0.20696433]",0.25051647424697876,learn to read and play music,Field1_en,"[0.2668600564568408, 0.1926148410226499, 0.2866757340546838, 0.2365814245352788]",0.2866757340546838,Can help bring back old memories,Field3_en,"[0.25314646880351843, 0.1784971656868901, 0.24771482020676727, 0.21450015402472025]",0.25314646880351843,learn to read and play music,Field1_en,"[-3.3158275426000356, -3.54154899782598, -3.1618481949069404, -3.2940058318130494]",-3.1618481949069404,Can help bring back old memories,Field3_en,"[-0.5274380320342772, -0.7865207768823076, -0.3653500410047283, -0.5579771124438004]",-0.3653500410047283,Can help bring back old memories,Field3_en,8I5FH3C,H3C,Muziek,0,c,4
1724,distance to Africa is much less,4,"[0.43138668, 0.5630836, 0.34913686, 0.044813506]",0.5630835890769958,Ships make long trip around African continent,Field2_en,"[0.35546562, 0.54777944, 0.36074314, 0.055234592]",0.5477794408798218,Ships make long trip around African continent,Field2_en,"[0.40351366568992625, 0.5229533780377388, 0.28451036498982696, 0.048905075405659956]",0.5229533780377388,Ships make long trip around African continent,Field2_en,"[0.37975494739808174, 0.5172151561302375, 0.2839783129072353, 0.05040977300472487]",0.5172151561302375,Ships make long trip around African continent,Field2_en,"[-3.2313806190703214, -3.058024058088354, -3.4394250206726613, -4.006369273429394]",-3.058024058088354,Ships make long trip around African continent,Field2_en,"[-0.4307999381364212, -0.30429426991949254, -0.6732830927216382, -0.7524533558093128]",-0.30429426991949254,Ships make long trip around African continent,Field2_en,12I4FHC3,HC3,Suez,0,c,4
1725,There is more money,4,"[0.36999616, 0.35312632, 0.34487885, 0.1247702]",0.36999616026878357,No natural connection Western Indian Ocean,Field1_en,"[0.13061447, 0.1838663, 0.1985832, 0.15003572]",0.1985832005739212,Shorter waterway needed,Field3_en,"[0.24509270176150713, 0.24114708786035252, 0.2483225329405119, 0.15883425162232906]",0.2483225329405119,Shorter waterway needed,Field3_en,"[0.13590106559255288, 0.1622284834576424, 0.16224052047982088, 0.1497102177832993]",0.16224052047982088,Shorter waterway needed,Field3_en,"[-3.0870338388724345, -3.148823815109553, -3.1722898150165575, -3.6364941398432253]",-3.0870338388724345,No natural connection Western Indian Ocean,Field1_en,"[-0.4221725894502966, -0.33649766469243486, -0.6528325691819715, -0.8040503967858559]",-0.33649766469243486,Ships make long trip around African continent,Field2_en,13I5FHC3,HC3,Suez,0,c,4
1726,built the Suez canal,4,"[0.37905902, 0.26818284, 0.47946334, 0.74900305]",0.7490030527114868,Suez canal dug,Field4_en,"[0.33903515, 0.21074396, 0.45339796, 0.7614809]",0.7614809274673462,Suez canal dug,Field4_en,"[0.3652360160956218, 0.20951930190502133, 0.5794116937414748, 0.7608003798978482]",0.7608003798978482,Suez canal dug,Field4_en,"[0.36330513010058174, 0.20425754983877406, 0.577039744817956, 0.7599567346877878]",0.7599567346877878,Suez canal dug,Field4_en,"[-3.2418569382031133, -3.3367581424394976, -2.8131635799252854, -2.1376935484722352]",-2.1376935484722352,Suez canal dug,Field4_en,"[-0.2797151636645638, -0.2766764303297671, -0.46778548199611114, -0.7665314583958542]",-0.2766764303297671,Ships make long trip around African continent,Field2_en,11I4FA3,A3,Suez,4,g,4
1727,Shorter distance Indian and Atlantic Oceans,4,"[0.6216205, 0.5450378, 0.43858704, 0.17439964]",0.6216204762458801,No natural connection Western Indian Ocean,Field1_en,"[0.6379771, 0.5450378, 0.43858704, 0.17439964]",0.637977123260498,No natural connection Western Indian Ocean,Field1_en,"[0.6545255041210761, 0.5261453434640603, 0.46111452292738625, 0.17339459964401416]",0.6545255041210761,No natural connection Western Indian Ocean,Field1_en,"[0.6558999259412912, 0.5261453434640603, 0.46111452292738625, 0.17339459964401416]",0.6558999259412912,No natural connection Western Indian Ocean,Field1_en,"[-2.8078188897556737, -3.49080405337617, -3.180075137104359, -4.243597443603325]",-2.8078188897556737,No natural connection Western Indian Ocean,Field1_en,"[-0.24941000336589716, -0.22962530517204388, -0.6119990166096537, -0.785417250351903]",-0.22962530517204388,Ships make long trip around African continent,Field2_en,20I3FH3C,H3C,Suez,0,c,4
1728,in 1869 the way opened for ships,4,"[0.34231633, 0.5332823, 0.39724743, 0.27489477]",0.5332822799682617,Ships make long trip around African continent,Field2_en,"[0.2509338, 0.47871482, 0.35208178, 0.29164815]",0.47871482372283936,Ships make long trip around African continent,Field2_en,"[0.27805062889699367, 0.5086525281526569, 0.3635597234939233, 0.26748541852326696]",0.5086525281526569,Ships make long trip around African continent,Field2_en,"[0.2564583001440727, 0.49515874187800696, 0.3526852138332521, 0.26410623709678716]",0.49515874187800696,Ships make long trip around African continent,Field2_en,"[-3.016405166158652, -2.417389565605109, -3.129062188206452, -3.463484382367955]",-2.417389565605109,Ships make long trip around African continent,Field2_en,"[-0.3534231847121247, -0.09929037380388213, -0.5469520570393783, -0.7896677708626937]",-0.09929037380388213,Ships make long trip around African continent,Field2_en,20I6FH3D,H3D,Suez,0,c,4
1729,was so ready,4,"[0.23380058, 0.3487556, 0.3177505, 0.15347593]",0.3487555980682373,Ships make long trip around African continent,Field2_en,"[0.046185523, 0.18540932, 0.25958446, 0.08869479]",0.2595844566822052,Shorter waterway needed,Field3_en,"[0.12860023784063476, 0.2157705329108059, 0.21560877265180112, 0.1301536980818274]",0.2157705329108059,Ships make long trip around African continent,Field2_en,"[0.0434991382314307, 0.1386181126571156, 0.16875193155755713, 0.09834734545260373]",0.16875193155755713,Shorter waterway needed,Field3_en,"[-3.2043551157904946, -3.1313887906109166, -3.160107006608793, -3.5902261063155625]",-3.1313887906109166,Ships make long trip around African continent,Field2_en,"[-0.4813483352657087, -0.3980622192278959, -0.7261302841187308, -0.795555549696806]",-0.3980622192278959,Ships make long trip around African continent,Field2_en,8I5FH3C,H3C,Suez,0,c,4
1730,the distance between Jeddah and Port of Rotterdam was shortened 40%,4,"[0.33866394, 0.45031428, 0.50132614, 0.2201572]",0.5013261437416077,Shorter waterway needed,Field3_en,"[0.24096906, 0.3834168, 0.4902371, 0.17603558]",0.4902370870113373,Shorter waterway needed,Field3_en,"[0.20559089420344498, 0.2653707721605797, 0.3081356672226141, 0.10434327591206492]",0.3081356672226141,Shorter waterway needed,Field3_en,"[0.17827114582535689, 0.24865018649728232, 0.2913466942064946, 0.09232443206878893]",0.2913466942064946,Shorter waterway needed,Field3_en,"[-3.3656408754444467, -3.1426512485787117, -3.146714954881502, -3.7531062355950935]",-3.1426512485787117,Ships make long trip around African continent,Field2_en,"[-0.3094902650844386, -0.1364726389284541, -0.4508293680777064, -0.7865216219977667]",-0.1364726389284541,Ships make long trip around African continent,Field2_en,9I1FHC3,HC3,Suez,5,g,4
1731,a channel was constructed so that ships can sail faster from A to B,4,"[0.44245198, 0.5775654, 0.49071756, 0.30467573]",0.5775653719902039,Ships make long trip around African continent,Field2_en,"[0.35813242, 0.49988633, 0.44686416, 0.3066593]",0.49988633394241333,Ships make long trip around African continent,Field2_en,"[0.3817625667112501, 0.5321099356919424, 0.4655390272327963, 0.29464323676664184]",0.5321099356919424,Ships make long trip around African continent,Field2_en,"[0.3477468773145927, 0.5057417115432454, 0.44910620217196384, 0.2878630257107328]",0.5057417115432454,Ships make long trip around African continent,Field2_en,"[-3.2159874967812097, -2.7993478503615936, -3.2236647679304573, -3.67103529003507]",-2.7993478503615936,Ships make long trip around African continent,Field2_en,"[-0.1732472824808767, 0.08864065194348474, -0.35860327313311224, -0.7629652288999722]",0.08864065194348474,Ships make long trip around African continent,Field2_en,11I3F3GA1,3GA1,Suez,4,g,4
1732,shorter distances,4,"[0.18458249, 0.3231264, 0.5797593, 0.07664982]",0.5797592997550964,Shorter waterway needed,Field3_en,"[0.1514793, 0.3231264, 0.5797593, 0.07664982]",0.5797592997550964,Shorter waterway needed,Field3_en,"[0.1782182136244909, 0.2885906046045938, 0.4863102937251403, 0.07463516434962703]",0.4863102937251403,Shorter waterway needed,Field3_en,"[0.16438161536152276, 0.2885906046045938, 0.4863102937251403, 0.07463516434962703]",0.4863102937251403,Shorter waterway needed,Field3_en,"[-3.9222637355767627, -3.798901004257482, -2.6803860983353105, -4.339445554168224]",-2.6803860983353105,Shorter waterway needed,Field3_en,"[-0.5034059107204798, -0.4742190420303093, -0.8733618248272266, -0.6817050384598564]",-0.4742190420303093,Ships make long trip around African continent,Field2_en,1I4O3GA1,3GA1,Suez,0,c,4
1733,it was opened for shipping industry,4,"[0.29896155, 0.40374863, 0.29167503, 0.1887752]",0.40374863147735596,Ships make long trip around African continent,Field2_en,"[0.21279785, 0.29442483, 0.20626484, 0.15474401]",0.294424831867218,Ships make long trip around African continent,Field2_en,"[0.2453129957471094, 0.3550363553765818, 0.267894765521746, 0.1591921350362533]",0.3550363553765818,Ships make long trip around African continent,Field2_en,"[0.22345874538533025, 0.3314919592691228, 0.25100426107339985, 0.14660198156003487]",0.3314919592691228,Ships make long trip around African continent,Field2_en,"[-3.2320215748780123, -3.0339446130915064, -3.315622374305696, -3.6476798963102164]",-3.0339446130915064,Ships make long trip around African continent,Field2_en,"[-0.4440112678687864, -0.3314650718654468, -0.6545763652050441, -0.8129775639613983]",-0.3314650718654468,Ships make long trip around African continent,Field2_en,20I1FA3A,A3A,Suez,0,c,4
1734,"It is now only 6,000 miles from Jeddah to R'dam instead of 11,000 miles",4,"[0.37525377, 0.472103, 0.3351974, 0.16989182]",0.4721029996871948,Ships make long trip around African continent,Field2_en,"[0.26019728, 0.37559947, 0.29979163, 0.19928887]",0.3755994737148285,Ships make long trip around African continent,Field2_en,"[0.2941234944294566, 0.36024242364152126, 0.30067627708539, 0.21393734027863767]",0.36024242364152126,Ships make long trip around African continent,Field2_en,"[0.2558076206056028, 0.31870809776726583, 0.27792961774231717, 0.21086284140593614]",0.31870809776726583,Ships make long trip around African continent,Field2_en,"[-3.0742975753132167, -3.00547738031124, -3.1596536964063353, -3.557271346004963]",-3.00547738031124,Ships make long trip around African continent,Field2_en,"[-0.38324417778964187, -0.24937999680656903, -0.6102829801696643, -0.7992104755606313]",-0.24937999680656903,Ships make long trip around African continent,Field2_en,29I1F3AB,3AB,Suez,5,g,4
1735,there was a shorter route to get to the other side,4,"[0.37784687, 0.46319774, 0.5765363, 0.2642366]",0.5765362977981567,Shorter waterway needed,Field3_en,"[0.17937635, 0.40467507, 0.6272786, 0.24341264]",0.6272786259651184,Shorter waterway needed,Field3_en,"[0.2320588840832613, 0.3557343678886516, 0.6026471649467562, 0.2284599178382705]",0.6026471649467562,Shorter waterway needed,Field3_en,"[0.1595421618733691, 0.3285095083355074, 0.608901720582992, 0.21162339735037175]",0.608901720582992,Shorter waterway needed,Field3_en,"[-3.117814317236007, -3.020537342708817, -2.7143739714697768, -3.526641182078719]",-2.7143739714697768,Shorter waterway needed,Field3_en,"[-0.32307467286783154, -0.10688520140670286, -0.3149446791311699, -0.7932882954901063]",-0.10688520140670286,Ships make long trip around African continent,Field2_en,4I2O3G2,3G2,Suez,0,c,4
1736,"the rout Rdam indie 40% less than the 10,471 mile long old road",4,"[0.31089842, 0.42737648, 0.46079126, 0.32062244]",0.4607912600040436,Shorter waterway needed,Field3_en,"[0.2534298, 0.3987498, 0.42562163, 0.3328123]",0.4256216287612915,Shorter waterway needed,Field3_en,"[0.2027980166699338, 0.26807598844425745, 0.2519605870558171, 0.2185667206853862]",0.26807598844425745,Ships make long trip around African continent,Field2_en,"[0.18846059659514303, 0.25926408147463, 0.24008384221601187, 0.2173618326418322]",0.25926408147463,Ships make long trip around African continent,Field2_en,"[-3.3313102068482183, -3.0387673964177004, -3.2656769192973045, -3.6903678819577967]",-3.0387673964177004,Ships make long trip around African continent,Field2_en,"[-0.20845497234363022, -0.0015027087212029573, -0.30014235791296506, -0.7256408086385454]",-0.0015027087212029573,Ships make long trip around African continent,Field2_en,8I6FH3E,H3E,Suez,0,c,4
1737,excavation of the Suez canal,4,"[0.3086433, 0.215252, 0.4349553, 0.78208166]",0.782081663608551,Suez canal dug,Field4_en,"[0.28316697, 0.16440006, 0.40690485, 0.7852267]",0.7852267026901245,Suez canal dug,Field4_en,"[0.26221031386218485, 0.17313819482744, 0.44125863100645657, 0.7297968333072352]",0.7297968333072352,Suez canal dug,Field4_en,"[0.2635968721938785, 0.17003902477996305, 0.4394459601659464, 0.7290170089670804]",0.7290170089670804,Suez canal dug,Field4_en,"[-3.514949502605045, -3.5696145609202667, -3.103990926292441, -2.219453902484218]",-2.219453902484218,Suez canal dug,Field4_en,"[-0.3510205372475009, -0.29302917580041976, -0.5223091463429834, -0.8431111153133531]",-0.29302917580041976,Ships make long trip around African continent,Field2_en,11I2F3TT1,3TT1,Suez,4,g,4
1738,It was dug sueskanaal,4,"[0.22998618, 0.22970636, 0.20744169, 0.60474056]",0.604740560054779,Suez canal dug,Field4_en,"[0.08863327, 0.06188984, 0.12148601, 0.749695]",0.7496950030326843,Suez canal dug,Field4_en,"[0.11599933773295205, 0.07786342621246095, 0.11669363985125542, 0.8060303103684097]",0.8060303103684097,Suez canal dug,Field4_en,"[0.08678448593526596, 0.05109371577098368, 0.10034261673842737, 0.8062064030792266]",0.8062064030792266,Suez canal dug,Field4_en,"[-3.3144293448183055, -3.29178265577668, -3.4459592769824905, -2.351509704802779]",-2.351509704802779,Suez canal dug,Field4_en,"[-0.42004762216327873, -0.27601965438347964, -0.6291015782442724, -0.9581561804637099]",-0.27601965438347964,Ships make long trip around African continent,Field2_en,14I5F3AB,3AB,Suez,4,g,4
1739,Construction of the Suez Canal,4,"[0.34235945, 0.23816863, 0.46198446, 0.6885175]",0.6885175108909607,Suez canal dug,Field4_en,"[0.31082293, 0.18144341, 0.4356319, 0.69531304]",0.695313036441803,Suez canal dug,Field4_en,"[0.33407201846408985, 0.1951602074360747, 0.5588505948431286, 0.696602178063652]",0.696602178063652,Suez canal dug,Field4_en,"[0.33424170805470516, 0.1903025849395906, 0.5566824222003818, 0.6956838138808696]",0.6956838138808696,Suez canal dug,Field4_en,"[-3.2871457819169834, -3.370671678704845, -2.873918398290597, -2.2638177711208396]",-2.2638177711208396,Suez canal dug,Field4_en,"[-0.31706438874534115, -0.28773502287529207, -0.4928548195822156, -0.8236746708882663]",-0.28773502287529207,Ships make long trip around African continent,Field2_en,17I3F3AB,3AB,Suez,4,g,4
1740,Do they dug the Suez Canal and connect down,4,"[0.4105083, 0.39227203, 0.45139095, 0.7329812]",0.7329812049865723,Suez canal dug,Field4_en,"[0.3555922, 0.22909571, 0.3855709, 0.8893379]",0.8893378973007202,Suez canal dug,Field4_en,"[0.3650867608675978, 0.2458012424009274, 0.427847770923913, 0.8765508632759589]",0.8765508632759589,Suez canal dug,Field4_en,"[0.34075223447464603, 0.1943710253507321, 0.40915072059893176, 0.9074632210284916]",0.9074632210284916,Suez canal dug,Field4_en,"[-3.158728711313847, -3.189810821032876, -3.114105528094826, -2.5251369616135984]",-2.5251369616135984,Suez canal dug,Field4_en,"[-0.2054179132879736, -0.13328128263119537, -0.5003161289637603, -0.5700175815485725]",-0.13328128263119537,Ships make long trip around African continent,Field2_en,17I6FV3D,V3D,Suez,4,g,4
