Field,Field_correct,Field_en,Field_correct_en,Accuracy_score,Code,Fieldname
kunnen rimpels weggaan,Gezichtsuitdrukking kan veranderen,can leave wrinkles,Facial expression can change,3,g,Botox;Field4
wil je meer,Geld maakt niet gellukig voor lange tijd,do you want more,Money does not gellukig long time,0,c,Geld;Field4
rijken moeten steeds meer hebben om 'geluk' te krijgen,Geld maakt niet gellukig voor lange tijd,rich have more and more to get 'lucky',Money does not gellukig long time,0,c,Geld;Field4
blijft ongelukkig,Geld maakt niet gellukig voor lange tijd,still unhappy,Money does not gellukig long time,0,c,Geld;Field4
minder snel geluksgevoel,Geld maakt niet gellukig voor lange tijd,less happiness,Money does not gellukig long time,0,c,Geld;Field4
worden minder oplettend,Geld maakt niet gellukig voor lange tijd,less observant,Money does not gellukig long time,0,c,Geld;Field4
meer geld nodig om gelukkig te blijven,Geld maakt niet gellukig voor lange tijd,more money to stay happy,Money does not gellukig long time,0,c,Geld;Field4
maakt geld niet gelukkig,Geld maakt niet gellukig voor lange tijd,money can not be happy,Money does not gellukig long time,4a,g,Geld;Field4
wilt steeds meer rijkdom,Geld maakt niet gellukig voor lange tijd,want more and more wealth,Money does not gellukig long time,0,c,Geld;Field4
omdat je ander gevaar niet goed opmerkt,Geld maakt niet gellukig voor lange tijd,Another danger because you not notice,Money does not gellukig long time,0,c,Geld;Field4
is er steeds meer nodig voor een gelukkig gevoel,Geld maakt niet gellukig voor lange tijd,there is an increasing need for a happy feeling,Money does not gellukig long time,0,c,Geld;Field4
hebben steeds weer nieuw geluk nodig,Geld maakt niet gellukig voor lange tijd,have constantly need new happiness,Money does not gellukig long time,0,c,Geld;Field4
gevoel van geluk steeds moeilijker om te behalen,Geld maakt niet gellukig voor lange tijd,feeling of happiness and more difficult to achieve,Money does not gellukig long time,0,c,Geld;Field4
Willen mensen met veel geld steeds meer. Ze raken er gewend aan,Geld maakt niet gellukig voor lange tijd,Like people with money growing. They get used to it,Money does not gellukig long time,3,g,Geld;Field4
willen mensen steeds meer geld,Geld maakt niet gellukig voor lange tijd,People always want more money,Money does not gellukig long time,0,c,Geld;Field4
kan dat later niet overtreft worden,Geld maakt niet gellukig voor lange tijd,can later be not exceed,Money does not gellukig long time,0,c,Geld;Field4
ze raken gewend aan het hebben van veel geld,Geld maakt niet gellukig voor lange tijd,they get used to having a lot of money,Money does not gellukig long time,0,c,Geld;Field4
Omdat je aan de luxe went heb je steeds meer nodig om gelukkig te zijn,Geld maakt niet gellukig voor lange tijd,Because you get used to the luxury you always need to be happy,Money does not gellukig long time,0,c,Geld;Field4
lottowinnaars moeten steeds meer hebben om gelukkig te zijn,Geld maakt niet gellukig voor lange tijd,Lotto winners have increasingly to be happy,Money does not gellukig long time,0,c,Geld;Field4
te veel geld maakt niet gelukkig,Geld maakt niet gellukig voor lange tijd,too much money can not buy happiness,Money does not gellukig long time,4a,g,Geld;Field4
"Als je veel geld hebt blijf je spullen kopen om je tevreden te voelen, maar dat is niet zo",Geld maakt niet gellukig voor lange tijd,"If you can keep buying stuff much money to feel happy, but it is not",Money does not gellukig long time,0,c,Geld;Field4
willen ze alleen maar meer geld zijn niet snel tevreden,Geld maakt niet gellukig voor lange tijd,they just want more money are not easily satisfied,Money does not gellukig long time,0,c,Geld;Field4
weten mensen niet wat ze met het geld moeten,Geld maakt niet gellukig voor lange tijd,people do not know what to do with the money,Money does not gellukig long time,0,c,Geld;Field4
"ongelukkig, je krijgt niet meer geld",Geld maakt niet gellukig voor lange tijd,"unfortunately, you do not get more money",Money does not gellukig long time,0,c,Geld;Field4
hebben ze steeds meer geld nodig om gelukkig te worden,Geld maakt niet gellukig voor lange tijd,they increasingly need money to be happy,Money does not gellukig long time,0,c,Geld;Field4
als je dan geen luxe meer hebt,Geld maakt niet gellukig voor lange tijd,if you are no longer a luxury,Money does not gellukig long time,0,c,Geld;Field4
Bij lotto krijg je in 1 keer wel geld en dus 'geluk',Geld maakt niet gellukig voor lange tijd,In Lotto you get in one time or money and so 'lucky',Money does not gellukig long time,0,c,Geld;Field4
Je raakt snel aan luxe/rijkdom gewend,Geld maakt niet gellukig voor lange tijd,You soon get used to luxurious / wealth,Money does not gellukig long time,3,g,Geld;Field4
is het steeds niet meer genoeg,Geld maakt niet gellukig voor lange tijd,it is still not enough,Money does not gellukig long time,0,c,Geld;Field4
wennen mensen snel aan luxe en willen ze steeds meer,Geld maakt niet gellukig voor lange tijd,people get used quickly to luxury and they want more and more,Money does not gellukig long time,0,c,Geld;Field4
in het begin is het even leuk om zoveel geld te hebben maar daarna niet meer,Geld maakt niet gellukig voor lange tijd,in the beginning was just nice to have so much money but not thereafter,Money does not gellukig long time,0,c,Geld;Field4
grijpen rijke naar geld alcohol,Geld maakt niet gellukig voor lange tijd,grabbing money to rich alcohol,Money does not gellukig long time,0,c,Geld;Field4
je hebt meer nodig om tevreden te blijven,Geld maakt niet gellukig voor lange tijd,you need to stay happy,Money does not gellukig long time,0,c,Geld;Field4
wil men bijv. steeds meer geld voor meer geluk,Geld maakt niet gellukig voor lange tijd,they want eg. increasing money for happiness,Money does not gellukig long time,0,c,Geld;Field4
ze hebben meer nodig om tevreden te zijn,Geld maakt niet gellukig voor lange tijd,they need to be satisfied,Money does not gellukig long time,0,c,Geld;Field4
Ze hebben zoveel geld dat ze niet weten wat e er mee moeten,Geld maakt niet gellukig voor lange tijd,They have so much money that they do not know what email is to bring,Money does not gellukig long time,0,c,Geld;Field4
Meer nodig om weer gelukkig te zijn,Geld maakt niet gellukig voor lange tijd,More needed to be happy again,Money does not gellukig long time,0,c,Geld;Field4
Winnen gigantisch geld bedrag,Geld maakt niet gellukig voor lange tijd,Winning huge amount of money,Money does not gellukig long time,0,c,Geld;Field4
men wil meer om gelukkig te zijn,Geld maakt niet gellukig voor lange tijd,one wants more to be happy,Money does not gellukig long time,0,c,Geld;Field4
wil je meer geld om nog een beetje gelukkig te worden,Geld maakt niet gellukig voor lange tijd,You want more money to be a little lucky,Money does not gellukig long time,0,c,Geld;Field4
Hoef je eignelijk geen geld te winnen,Geld maakt niet gellukig voor lange tijd,Eignelijk you do not win cash,Money does not gellukig long time,0,c,Geld;Field4
Ben je niet snel meer tevreden met kleine dingen,Geld maakt niet gellukig voor lange tijd,Are not you more quickly satisfied with little things,Money does not gellukig long time,0,c,Geld;Field4
maakt een groot bedrag ineens winnen niet gelukkig,Geld maakt niet gellukig voor lange tijd,making a large lump sum not win lucky,Money does not gellukig long time,0,c,Geld;Field4
lottowinnaars hebben alles al,Geld maakt niet gellukig voor lange tijd,Lotto winners have all been,Money does not gellukig long time,0,c,Geld;Field4
Hij was niet gelukkig,Geld maakt niet gellukig voor lange tijd,He was not happy,Money does not gellukig long time,0,c,Geld;Field4
word het steeds lastiger om je zelf te verrassen en om gelukkig te zijn,Geld maakt niet gellukig voor lange tijd,become increasingly difficult to surprise yourself and be happy,Money does not gellukig long time,0,c,Geld;Field4
Mensen wennen aan luxe,Geld maakt niet gellukig voor lange tijd,People get used to luxury,Money does not gellukig long time,3,g,Geld;Field4
"iemand won 318,6 miljoen maar was niet gelukkig",Geld maakt niet gellukig voor lange tijd,someone won 318.6 million but was not happy,Money does not gellukig long time,0,c,Geld;Field4
andere mensen krijgen meer,Geld maakt niet gellukig voor lange tijd,other people get more,Money does not gellukig long time,0,c,Geld;Field4
Geld maakt dus niet zo gelukkig. Als je geld hebt wil je alleen maar meer meer meer,Geld maakt niet gellukig voor lange tijd,So money is not so lucky. If you have money you just want more more more,Money does not gellukig long time,5,g,Geld;Field4
als je al rijk bent en je wint,Geld maakt niet gellukig voor lange tijd,if you are already rich and you win,Money does not gellukig long time,0,c,Geld;Field4
Minder gelukkig,Geld maakt niet gellukig voor lange tijd,less fortunate,Money does not gellukig long time,0,c,Geld;Field4
je geluk word al snel minder,Geld maakt niet gellukig voor lange tijd,your happiness quickly become less,Money does not gellukig long time,0,c,Geld;Field4
ze hebben steeds meer nodig om geluk en tevredenheid te voelen,Geld maakt niet gellukig voor lange tijd,they increasingly need to feel happiness and contentment,Money does not gellukig long time,0,c,Geld;Field4
je hebt meer nodig om gelukkig te blijven,Geld maakt niet gellukig voor lange tijd,you need to stay happy,Money does not gellukig long time,3,g,Geld;Field4
"Geld maakt op lange termijn niet gelukkig, als je er aan gewend bent wil je nieuw",Geld maakt niet gellukig voor lange tijd,"Money makes the long term not happy, if you're used to you like new",Money does not gellukig long time,4a,g,Geld;Field4
vindt je niks leuk,Geld maakt niet gellukig voor lange tijd,you'll find nothing like,Money does not gellukig long time,0,c,Geld;Field4
ze genieten niet meer van hun geld na een korte tijd,Geld maakt niet gellukig voor lange tijd,they do not enjoy more of their money after a short time,Money does not gellukig long time,0,c,Geld;Field4
heb je steeds meer geld nodig om gelukkig te worden,Geld maakt niet gellukig voor lange tijd,you have more and more money to be happy,Money does not gellukig long time,0,c,Geld;Field4
als je geld op is blijft je spullen willen kopen,Geld maakt niet gellukig voor lange tijd,if money is still on you to buy stuff,Money does not gellukig long time,0,c,Geld;Field4
onzeker over wie echt je vriend is,Geld maakt niet gellukig voor lange tijd,uncertainty about who is real friend,Money does not gellukig long time,0,c,Geld;Field4
willen ze steeds meer van deze luxe,Geld maakt niet gellukig voor lange tijd,they want more and more of these luxury,Money does not gellukig long time,0,c,Geld;Field4
ze hebben steeds meer nodig om gelukkig te zijn,Geld maakt niet gellukig voor lange tijd,they still need to be happy,Money does not gellukig long time,0,c,Geld;Field4
willen zij liever een goede band met familie ipv geld,Geld maakt niet gellukig voor lange tijd,rather they want a good relationship with family instead of money,Money does not gellukig long time,4b,g,Geld;Field4
je wilt steeds meer geld,Geld maakt niet gellukig voor lange tijd,You want more money,Money does not gellukig long time,0,c,Geld;Field4
op een gegeven moment hebben ze alles gekocht,Geld maakt niet gellukig voor lange tijd,at one point she bought everything,Money does not gellukig long time,0,c,Geld;Field4
Worden ze vaak niet gelukkig,Geld maakt niet gellukig voor lange tijd,They are often not happy,Money does not gellukig long time,0,c,Geld;Field4
omdat je snel aan al dat luxe gewent bent,Geld maakt niet gellukig voor lange tijd,because you quickly to all that luxury are habituated,Money does not gellukig long time,3,g,Geld;Field4
Steeds meer geld willen om gelukkig te zijn,Geld maakt niet gellukig voor lange tijd,Always want more money to be happy,Money does not gellukig long time,0,c,Geld;Field4
korte duur van gelukkig zijn,Geld maakt niet gellukig voor lange tijd,shortness of happiness,Money does not gellukig long time,2,g,Geld;Field4
mensen wilde een snellere veiligere weg,Geld maakt niet gellukig voor lange tijd,People want a faster safer road,Money does not gellukig long time,0,c,Geld;Field4
"winnen ze, maar krijgen veel meer problemen",Geld maakt niet gellukig voor lange tijd,"they win, but get a lot more problems",Money does not gellukig long time,0,c,Geld;Field4
geld maakt niet mensen gelukkig,Geld maakt niet gellukig voor lange tijd,Money does not make people happy,Money does not gellukig long time,0,c,Geld;Field4
is een gozer die de lotto van ong 370 miljoen had gewonnen ook niet gelukkig. Conclusie:,Geld maakt niet gellukig voor lange tijd,is a guy the lottery of about 370 million won not happy. Conclusion:,Money does not gellukig long time,0,c,Geld;Field4
geven ze steeds te veel uit om zichzelf tevreden te houden,Geld maakt niet gellukig voor lange tijd,they always give too much to keep himself satisfied,Money does not gellukig long time,0,c,Geld;Field4
Bepaalde dieren worden aangetrokken bij de Amerikaanse kust,"Meer vissen (zoals makreel, baars, zeevissen) aangetroken",Certain animals are attracted to the American coast,"More fish (such as mackerel, grouper, sea fishing) aangetroken",0,c,Metro;Field4
konden nergens anders afval dumpen,"Meer vissen (zoals makreel, baars, zeevissen) aangetroken",could dump waste anywhere else,"More fish (such as mackerel, grouper, sea fishing) aangetroken",0,c,Metro;Field4
hoeft het niet meer op een andere manier verwerkt te worden,"Meer vissen (zoals makreel, baars, zeevissen) aangetroken",it need not be processed in a different way,"More fish (such as mackerel, grouper, sea fishing) aangetroken",2,g,Metro;Field4
minder afval,"Meer vissen (zoals makreel, baars, zeevissen) aangetroken",less waste,"More fish (such as mackerel, grouper, sea fishing) aangetroken",0,c,Metro;Field4
meer dieren (zoals vissen),"Meer vissen (zoals makreel, baars, zeevissen) aangetroken",More animals (such as fish),"More fish (such as mackerel, grouper, sea fishing) aangetroken",5,g,Metro;Field4
vis zoals makreel en zeebaars aangetrokken,"Meer vissen (zoals makreel, baars, zeevissen) aangetroken",fish such as mackerel and sea bass attracted,"More fish (such as mackerel, grouper, sea fishing) aangetroken",5,g,Metro;Field4
meer verschillende soorten vissen aanwezig,"Meer vissen (zoals makreel, baars, zeevissen) aangetroken",more different types of fish available,"More fish (such as mackerel, grouper, sea fishing) aangetroken",5,g,Metro;Field4
er worden meer vissen aangetrokken die dan ook meer eten hebben,"Meer vissen (zoals makreel, baars, zeevissen) aangetroken",it attracted more fish than have more food,"More fish (such as mackerel, grouper, sea fishing) aangetroken",5,g,Metro;Field4
